sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,target_profile,source_profile,continued_parameter,source_parameter_value,target_parameter_value,trial_fraction,trial_parameter_value,continuation_phase,continuation_path,attempt,trial_accepted
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,33.543003098,0.009429231478111366,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.009429231478111366,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,1.0,2.0,direct_target,parameter_only,1,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,10.180217705,0.0010451402762885476,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010451402762885476,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.5,1.5,parameter_bisection,parameter_only,2,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,10.311835616,0.0009862128492317268,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009862128492317268,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.25,1.25,parameter_bisection,parameter_only,3,true
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,54.448711086,0.1052724357057615,3,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.1052724357057615,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.75,1.75,parameter_bisection,parameter_only,4,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,60.300266422,0.050455234666556326,3,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.050455234666556326,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.5,1.5,parameter_bisection,parameter_only,5,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,16.397914925,0.001048491606009172,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.001048491606009172,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.375,1.375,parameter_bisection,parameter_only,6,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,12.488907061,0.0010659927619308673,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010659927619308673,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.3125,1.3125,parameter_bisection,parameter_only,7,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,19.248466633,0.0010781304169505956,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010781304169505956,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.28125,1.28125,parameter_bisection,parameter_only,8,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,3.746416847,0.0009886987294459582,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009886987294459582,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.265625,1.265625,parameter_bisection,parameter_only,9,true
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,11.139407774,0.0010723993165775436,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010723993165775436,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.296875,1.296875,parameter_bisection,parameter_only,10,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,3.360608608,0.0010002024520030517,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010002024520030517,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.28125,1.28125,parameter_bisection,parameter_only,11,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,6.096443091,0.0010370024976154024,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010370024976154024,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.2734375,1.2734375,parameter_bisection,parameter_only,12,false
sensitivity_692,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,4.441023955,0.0010429241782796694,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010429241782796694,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,1.0,1.0,2.0,2.0,sensitivity_692,sensitivity_449,circular_metal.material_substitution_elasticity,1.0,2.0,0.26953125,1.26953125,parameter_bisection,parameter_only,13,false
