sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,target_profile,source_profile,continued_parameter,source_parameter_value,target_parameter_value,trial_fraction,trial_parameter_value,continuation_phase,continuation_path,attempt,trial_accepted
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,5.491317253,0.0010289201360401679,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010289201360401679,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,1.0,2.0,direct_target,parameter_only,1,false
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,7.002548654,0.0010556650527141498,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010556650527141498,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.5,1.25,parameter_bisection,parameter_only,2,false
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,8.898163507,0.0010110111101915287,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010110111101915287,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.25,0.875,parameter_bisection,parameter_only,3,false
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,3.852675969,0.000957022541293151,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.000957022541293151,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.125,0.6875,parameter_bisection,parameter_only,4,true
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,7.376058353,0.0010176706202362773,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010176706202362773,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.375,1.0625,parameter_bisection,parameter_only,5,false
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,6.563622867,0.001011755920210522,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.001011755920210522,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.25,0.875,parameter_bisection,parameter_only,6,false
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,3.482621689,0.0009570310080121436,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009570310080121436,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.1875,0.78125,parameter_bisection,parameter_only,7,true
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,7.433274316,0.0010684274881742617,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010684274881742617,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.3125,0.96875,parameter_bisection,parameter_only,8,false
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,4.702137337,0.0009645220111947905,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009645220111947905,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.25,0.875,parameter_bisection,parameter_only,9,true
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,4.498362482,0.000964791303428858,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.000964791303428858,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.375,1.0625,parameter_bisection,parameter_only,10,true
sensitivity_207,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,8.420061831,0.0010280485944894613,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010280485944894613,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,1.0,1.0,2.0,0.5,sensitivity_207,sensitivity_045,circular_routes.eol_productivity_elasticity,0.5,2.0,0.625,1.4375,parameter_bisection,parameter_only,11,false
